0,91,68
1,90,66
2,89,68
3,88,69
4,87,67
5,89,69
6,86,69
7,86,69
8,85,70
9,84,69
10,85,70
11,84,69
12,83,69
13,85,67
14,83,65
15,82,64
16,84,61
17,83,61
18,86,61
19,87,60
20,89,65
21,89,63
22,89,63
23,92,63
24,92,63
25,92,64
26,91,63
27,92,65
28,94,61
29,94,61
30,94,59
31,94,60
32,94,58
33,94,63
34,95,63
35,96,61
36,95,62
37,97,63
38,95,62
39,95,62
40,95,61
41,93,63
42,93,62
43,91,63
44,87,66
45,83,67
46,81,65
47,78,67
48,74,69
49,71,67
50,70,67
51,70,70
52,68,73
53,66,74
54,65,76
55,62,74
56,64,76
57,59,77
58,59,78
59,59,75
60,64,76
61,60,74
62,61,76
63,61,74
64,61,73
65,63,75
66,64,74
67,62,76
68,64,75
69,64,73
70,65,74
71,66,74
72,69,71
73,69,70
74,69,69
75,69,68
76,67,66
77,70,61
78,70,64
79,70,61
80,70,62
81,75,62
82,76,58
83,79,59
84,80,59
85,83,58
86,91,61
87,93,56
88,98,56
89,95,59
90,101,58
91,104,62
92,107,62
93,110,61
94,113,61
95,112,61
96,112,60
97,111,62
98,110,61
99,109,61
100,104,63
101,106,61
102,104,62
103,99,63
104,96,61
105,94,62
106,93,64
107,88,63
108,88,65
109,84,62
110,81,62
111,80,59
112,78,59
113,79,57
114,79,59
115,77,58
116,75,60
117,75,60
118,75,59
119,75,61
120,76,60
121,75,58
122,75,58
123,74,62
124,76,60
125,75,61
126,75,57
127,75,56
128,74,58
129,74,56
130,76,57
131,76,56
132,75,55
133,75,58
134,77,56
135,73,56
136,75,56
137,76,56
138,77,59
139,78,57
140,77,56
141,78,56
142,81,54
143,81,55
144,79,57
145,80,55
146,79,54
147,79,54
148,82,54
149,82,53
150,82,52
151,83,55
152,83,55
153,81,55
154,81,55
155,81,57
156,82,56
157,84,57
158,82,55
159,82,54
160,83,54
161,83,56
162,83,58
163,81,58
164,81,55
165,85,60
166,83,59
167,84,61
168,85,60
169,84,61
170,82,58
171,83,60
172,84,61
173,85,64
174,86,64
175,88,65
176,87,65
177,88,65
178,87,68
179,87,65
180,86,67
181,86,65
182,87,66
183,88,66
184,87,66
185,92,68
186,93,68
187,94,66
188,92,69
189,94,72
190,97,73
191,97,77
192,100,76
193,100,78
194,104,76
195,107,78
196,109,80
197,111,80
198,112,83
199,112,88
200,113,88
201,115,90
202,115,90
203,116,90
204,116,92
205,118,93
206,118,91
207,120,87
208,117,81
209,118,78
210,116,76
211,114,73
212,109,69
213,106,70
214,100,67
215,98,66
216,92,64
217,85,61
218,79,62
219,75,60
220,72,63
221,68,61
222,65,65
223,62,63
224,63,61
225,60,62
226,61,61
227,58,63
228,59,64
229,59,64
230,60,64
231,65,65
232,67,66
233,72,68
234,73,70
235,75,72
236,79,72
237,82,73
238,83,75
239,86,76
240,87,76
241,90,77
242,91,78
243,94,75
244,92,73
245,91,71
246,92,71
247,94,72
248,94,75
249,92,71
250,89,70
251,90,69
252,86,72
253,85,70
254,87,73
255,84,71
256,86,69
