0,91,68
1,84,69
2,84,72
3,83,71
4,85,72
5,85,71
6,85,72
7,84,70
8,85,70
9,86,70
10,86,69
11,85,69
12,85,69
13,85,69
14,85,67
15,86,67
16,85,65
17,86,65
18,87,64
19,87,68
20,89,67
21,88,67
22,90,63
23,91,63
24,91,65
25,91,62
26,92,64
27,91,63
28,94,60
29,92,61
30,94,60
31,94,59
32,94,60
33,94,62
34,94,60
35,94,59
36,96,60
37,94,62
38,94,59
39,92,61
40,92,62
41,90,63
42,89,64
43,87,63
44,84,68
45,81,65
46,78,67
47,75,68
48,73,68
49,70,71
50,70,73
51,67,73
52,64,74
53,62,74
54,61,76
55,61,76
56,63,76
57,59,76
58,63,76
59,62,78
60,62,76
61,61,75
62,63,77
63,63,77
64,65,77
65,66,77
66,65,74
67,67,76
68,66,76
69,68,74
70,68,75
71,67,73
72,68,72
73,66,69
74,69,67
75,68,65
76,68,65
77,71,62
78,70,62
79,71,61
80,74,60
81,77,60
82,78,59
83,79,57
84,84,61
85,88,58
86,92,59
87,93,55
88,97,57
89,98,59
90,102,56
91,105,59
92,108,57
93,109,57
94,109,56
95,111,56
96,110,55
97,109,57
98,108,56
99,108,61
100,104,61
101,101,64
102,101,61
103,96,63
104,94,62
105,89,64
106,88,64
107,85,64
108,83,63
109,83,62
110,80,63
111,80,61
112,78,61
113,78,59
114,77,61
115,77,60
116,76,60
117,76,59
118,77,59
119,77,59
120,75,58
121,75,59
122,76,59
123,75,61
124,75,59
125,75,59
126,75,59
127,76,56
128,76,56
129,74,57
130,74,58
131,76,56
132,75,57
133,74,58
134,75,55
135,74,55
136,75,56
137,75,57
138,76,58
139,77,58
140,77,57
141,79,57
142,81,55
143,80,57
144,80,59
145,81,56
146,81,57
147,80,55
148,82,56
149,84,56
150,83,56
151,83,55
152,82,56
153,83,55
154,83,56
155,81,57
156,81,56
157,82,57
158,82,56
159,83,58
160,82,56
161,83,60
162,83,60
163,82,59
164,82,57
165,84,60
166,84,61
167,83,59
168,84,60
169,83,61
170,83,60
171,84,62
172,84,64
173,85,63
174,86,65
175,86,67
176,87,66
177,85,65
178,86,67
179,86,67
180,87,66
181,87,65
182,87,67
183,88,66
184,88,65
185,91,68
186,91,67
187,94,69
188,93,69
189,93,71
190,99,72
191,99,75
192,102,77
193,103,75
194,102,77
195,106,78
196,107,79
197,108,81
198,109,82
199,110,83
200,114,84
201,114,83
202,118,84
203,118,84
204,119,83
205,120,82
206,122,80
207,121,77
208,120,76
209,120,75
210,117,72
211,112,69
212,106,65
213,100,64
214,95,64
215,89,63
216,85,61
217,81,61
218,74,63
219,73,62
220,68,62
221,66,60
222,64,63
223,60,62
224,59,62
225,59,62
226,59,63
227,59,62
228,60,65
229,61,65
230,64,66
231,66,68
232,69,69
233,73,69
234,75,71
235,79,73
236,82,72
237,84,73
238,86,71
239,89,73
240,90,73
241,91,73
242,93,72
243,95,74
244,93,72
245,93,74
246,95,73
247,94,73
248,94,71
249,92,68
250,90,69
251,88,69
252,86,67
253,86,68
254,86,68
255,83,67
256,85,65
